+----------------------------------------------------------------------------+
| Statistics from last 100 episodes:                                         |
|----------------------------------------------------------------------------|
| Episodes   | Time       | Mean Score     | Mean Max Tile  | Max Tile       |
|      39700 |     169.73 |       15781.09 |        1041.92 |           4096 |
|      39800 |     187.23 |       15786.47 |        1164.80 |           4096 |
|      39900 |     181.92 |       15790.36 |        1164.80 |           4096 |
|      40000 |     180.34 |       15793.58 |        1141.76 |           2048 |
Model saved to td_agent_episode_ft40000.pkl
|      40100 |     346.96 |       15797.15 |        1126.40 |           2048 |
|      40200 |     178.75 |       15799.87 |        1108.48 |           2048 |
|      40300 |     180.74 |       15803.65 |        1172.48 |           4096 |
|      40400 |     183.31 |       15808.04 |        1167.36 |           2048 |
|      40500 |     186.08 |       15813.49 |        1182.72 |           4096 |
|      40600 |     174.92 |       15814.82 |        1080.32 |           2048 |
|      40700 |     187.36 |       15820.31 |        1175.04 |           4096 |
|      40800 |     176.99 |       15822.55 |        1090.56 |           2048 |
|      40900 |     172.47 |       15823.53 |        1103.36 |           2048 |
|      41000 |     181.35 |       15827.13 |        1139.20 |           4096 |
Model saved to td_agent_episode_ft41000.pkl
|      41100 |     354.97 |       15830.86 |        1164.80 |           2048 |
|      41200 |     161.37 |       15835.86 |        1146.88 |           2048 |
|      41300 |     180.85 |       15838.92 |        1085.44 |           2048 |
|      41400 |     192.16 |       15845.75 |        1185.28 |           2048 |
|      41500 |     208.88 |       15850.04 |        1192.96 |           2048 |
|      41600 |     184.48 |       15854.68 |        1177.60 |           4096 |
|      41700 |     165.16 |       15853.09 |        1017.60 |           4096 |
|      41800 |     144.03 |       15853.22 |        1077.76 |           2048 |
|      41900 |     181.57 |       15856.50 |        1103.36 |           2048 |
|      42000 |     183.20 |       15860.24 |        1136.64 |           2048 |
Model saved to td_agent_episode_ft42000.pkl
|      42100 |     356.80 |       15861.55 |        1098.24 |           4096 |
|      42200 |     182.72 |       15866.21 |        1205.76 |           4096 |
|      42300 |     178.79 |       15869.51 |        1153.28 |           2048 |
|      42400 |     177.60 |       15871.84 |        1100.80 |           2048 |
|      42500 |     179.00 |       15874.67 |        1157.12 |           4096 |
|      42600 |     178.63 |       15877.36 |        1134.08 |           2048 |
|      42700 |     177.57 |       15879.54 |        1113.60 |           2048 |
|      42800 |     180.77 |       15882.83 |        1141.76 |           2048 |
|      42900 |     185.42 |       15887.32 |        1208.32 |           2048 |
|      43000 |     176.36 |       15888.69 |        1118.72 |           2048 |
Model saved to td_agent_episode_ft43000.pkl
|      43100 |     353.83 |       15892.32 |        1185.28 |           2048 |
|      43200 |     182.11 |       15895.10 |        1100.80 |           4096 |
|      43300 |     178.13 |       15897.15 |        1095.68 |           2048 |
|      43400 |     178.32 |       15899.57 |        1141.76 |           4096 |
|      43500 |     187.60 |       15904.54 |        1190.40 |           4096 |
|      43600 |     174.37 |       15905.13 |        1068.80 |           2048 |
|      43700 |     171.41 |       15905.40 |        1108.48 |           4096 |
|      43800 |     155.32 |       15908.18 |        1121.28 |           2048 |
|      43900 |     180.95 |       15910.84 |        1159.68 |           2048 |
|      44000 |     177.97 |       15912.66 |        1090.56 |           4096 |
Model saved to td_agent_episode_ft44000.pkl
|      44100 |     353.26 |       15915.41 |        1067.52 |           2048 |
|      44200 |     183.98 |       15919.36 |        1167.36 |           2048 |
|      44300 |     163.15 |       15917.29 |         997.12 |           2048 |
|      44400 |     189.31 |       15923.61 |        1264.64 |           4096 |
|      44500 |     179.95 |       15926.50 |        1146.88 |           2048 |
|      44600 |     175.32 |       15928.19 |        1126.40 |           2048 |
|      44700 |     182.91 |       15931.95 |        1167.36 |           2048 |
|      44800 |     183.09 |       15935.72 |        1182.72 |           2048 |
|      44900 |     176.66 |       15937.68 |        1141.76 |           4096 |
|      45000 |     180.82 |       15940.81 |        1152.00 |           4096 |
Model saved to td_agent_episode_ft45000.pkl
|      45100 |     372.19 |       15944.71 |        1182.72 |           4096 |
|      45200 |     187.91 |       15949.33 |        1203.20 |           4096 |
|      45300 |     175.71 |       15950.29 |        1108.48 |           4096 |
|      45400 |     182.70 |       15952.87 |        1139.20 |           2048 |
|      45500 |     178.43 |       15954.65 |        1111.04 |           2048 |
|      45600 |     185.05 |       15958.43 |        1185.28 |           2048 |
|      45700 |     173.18 |       15958.64 |        1054.72 |           4096 |
|      45800 |     183.04 |       15961.78 |        1164.80 |           2048 |
|      45900 |     197.83 |       15968.98 |        1251.84 |           2048 |
|      46000 |     191.82 |       15974.67 |        1259.52 |           2048 |
Model saved to td_agent_episode_ft46000.pkl
|      46100 |     355.73 |       15974.65 |        1077.76 |           2048 |
|      46200 |     182.00 |       15976.79 |        1118.72 |           2048 |
|      46300 |     186.15 |       15980.67 |        1203.20 |           2048 |
|      46400 |     149.97 |       15981.50 |        1062.40 |           4096 |
|      46500 |     189.06 |       15985.71 |        1157.12 |           2048 |
|      46600 |     181.48 |       15988.13 |        1121.28 |           4096 |
|      46700 |     179.09 |       15989.92 |        1146.88 |           2048 |
|      46800 |     169.95 |       15988.87 |        1024.00 |           2048 |
|      46900 |     181.99 |       15990.81 |        1103.36 |           2048 |
|      47000 |     177.74 |       15991.86 |        1059.84 |           2048 |
Model saved to td_agent_episode_ft47000.pkl
|      47100 |     330.50 |       15993.05 |        1075.20 |           2048 |
|      47200 |     189.15 |       15996.53 |        1126.40 |           2048 |
|      47300 |     187.47 |       16000.31 |        1177.60 |           2048 |
|      47400 |     184.27 |       16003.20 |        1154.56 |           2048 |
|      47500 |     177.27 |       16004.29 |        1095.68 |           4096 |
|      47600 |     190.79 |       16008.94 |        1203.20 |           2048 |
|      47700 |     179.36 |       16010.61 |        1134.08 |           2048 |
|      47800 |     194.58 |       16016.57 |        1256.96 |           4096 |
|      47900 |     184.25 |       16019.10 |        1098.24 |           2048 |
|      48000 |     187.44 |       16022.82 |        1150.72 |           4096 |
Model saved to td_agent_episode_ft48000.pkl
|      48100 |     381.03 |       16026.00 |        1157.12 |           4096 |
|      48200 |     193.40 |       16031.28 |        1246.72 |           2048 |
|      48300 |     192.90 |       16036.75 |        1280.00 |           4096 |
|      48400 |     180.86 |       16038.72 |        1126.40 |           2048 |
|      48500 |     177.73 |       16039.59 |        1093.12 |           2048 |
|      48600 |     172.00 |       16041.14 |        1123.84 |           4096 |
|      48700 |     162.61 |       16043.31 |        1141.76 |           2048 |
|      48800 |     185.65 |       16046.18 |        1121.28 |           2048 |
|      48900 |     196.87 |       16052.62 |        1295.36 |           2048 |
|      49000 |     174.80 |       16052.35 |        1021.44 |           2048 |
Model saved to td_agent_episode_ft49000.pkl
|      49100 |     395.72 |       16057.46 |        1251.84 |           4096 |
|      49200 |     188.18 |       16060.51 |        1139.20 |           2048 |
|      49300 |     192.98 |       16063.76 |        1168.64 |           4096 |
|      49400 |     214.72 |       16069.19 |        1236.48 |           2048 |
|      49500 |     215.07 |       16072.70 |        1182.72 |           4096 |
|      49600 |     192.24 |       16075.22 |        1169.92 |           2048 |
|      49700 |     184.68 |       16077.45 |        1146.88 |           2048 |
|      49800 |     204.02 |       16083.58 |        1256.96 |           4096 |
|      49900 |     184.91 |       16083.72 |        1047.04 |           2048 |
|      50000 |     202.97 |       16089.04 |        1249.28 |           4096 |
Model saved to td_agent_episode_ft50000.pkl
|      50100 |     437.55 |       16090.88 |        1108.48 |           2048 |
|      50200 |     202.37 |       16094.06 |        1184.00 |           2048 |
|      50300 |     188.35 |       16095.67 |        1116.16 |           4096 |
|      50400 |     193.86 |       16098.52 |        1166.08 |           2048 |
|      50500 |     187.06 |       16099.79 |        1134.08 |           2048 |
|      50600 |     191.95 |       16102.70 |        1210.88 |           2048 |
|      50700 |     187.97 |       16106.26 |        1190.40 |           2048 |
|      50800 |     167.64 |       16108.13 |        1118.72 |           4096 |
|      50900 |     195.53 |       16111.64 |        1159.68 |           2048 |
|      51000 |     178.12 |       16110.65 |        1041.92 |           2048 |
Model saved to td_agent_episode_ft51000.pkl
|      51100 |     405.48 |       16114.32 |        1162.24 |           2048 |
|      51200 |     187.54 |       16115.49 |        1103.36 |           2048 |
|      51300 |     182.47 |       16117.19 |        1159.68 |           2048 |
|      51400 |     165.90 |       16118.74 |        1152.00 |           2048 |
|      51500 |     201.35 |       16123.84 |        1262.08 |           2048 |
|      51600 |     197.18 |       16127.69 |        1175.04 |           4096 |
|      51700 |     184.34 |       16128.18 |        1090.56 |           4096 |
|      51800 |     198.54 |       16132.38 |        1228.80 |           4096 |
|      51900 |     191.54 |       16134.96 |        1213.44 |           2048 |
|      52000 |     181.26 |       16135.07 |        1100.80 |           2048 |
Model saved to td_agent_episode_ft52000.pkl
|      52100 |     408.43 |       16136.05 |        1154.56 |           2048 |
|      52200 |     201.00 |       16140.22 |        1185.28 |           4096 |
|      52300 |     185.48 |       16140.47 |        1054.72 |           2048 |
|      52400 |     188.24 |       16141.54 |        1100.80 |           2048 |
|      52500 |     162.81 |       16143.51 |        1136.64 |           2048 |
|      52600 |     184.27 |       16143.87 |        1098.24 |           2048 |
|      52700 |     198.11 |       16147.33 |        1190.40 |           2048 |
|      52800 |     192.31 |       16149.19 |        1103.36 |           2048 |
|      52900 |     192.90 |       16151.25 |        1105.92 |           2048 |
|      53000 |     189.98 |       16152.57 |        1103.36 |           2048 |
|      52800 |     192.31 |       16149.19 |        1103.36 |           2048 |
|      52900 |     192.90 |       16151.25 |        1105.92 |           2048 |
|      53000 |     189.98 |       16152.57 |        1103.36 |           2048 |
Model saved to td_agent_episode_ft53000.pkl
|      53100 |     430.26 |       16156.78 |        1230.08 |           4096 |
|      53200 |     192.38 |       16158.67 |        1126.40 |           2048 |
|      53300 |     191.68 |       16160.56 |        1136.64 |           2048 |
|      53400 |     163.24 |       16162.89 |        1141.76 |           2048 |
|      53500 |     224.79 |       16165.64 |        1159.68 |           4096 |
|      53600 |     196.23 |       16168.62 |        1175.04 |           2048 |
|      53700 |     158.20 |       16169.60 |        1103.36 |           2048 |
|      53800 |     229.38 |       16173.51 |        1190.40 |           4096 |
|      53900 |     158.58 |       16174.68 |        1113.60 |           4096 |
|      54000 |     196.90 |       16178.13 |        1216.00 |           2048 |
Model saved to td_agent_episode_ft54000.pkl
|      54100 |     406.79 |       16181.66 |        1262.08 |           4096 |
|      54200 |     190.15 |       16182.78 |        1103.36 |           2048 |
|      54300 |     191.44 |       16184.55 |        1118.72 |           4096 |
|      54400 |     194.47 |       16187.18 |        1140.48 |           2048 |
|      54500 |     194.20 |       16189.75 |        1158.40 |           2048 |
|      54200 |     190.15 |       16182.78 |        1103.36 |           2048 |
|      54300 |     191.44 |       16184.55 |        1118.72 |           4096 |
|      54400 |     194.47 |       16187.18 |        1140.48 |           2048 |
|      54500 |     194.20 |       16189.75 |        1158.40 |           2048 |
|      54600 |     199.61 |       16193.60 |        1221.12 |           2048 |
|      54700 |     193.44 |       16195.84 |        1128.96 |           2048 |
|      54800 |     193.07 |       16198.03 |        1159.68 |           4096 |
|      54500 |     194.20 |       16189.75 |        1158.40 |           2048 |
|      54600 |     199.61 |       16193.60 |        1221.12 |           2048 |
|      54700 |     193.44 |       16195.84 |        1128.96 |           2048 |
|      54800 |     193.07 |       16198.03 |        1159.68 |           4096 |
|      54600 |     199.61 |       16193.60 |        1221.12 |           2048 |
|      54700 |     193.44 |       16195.84 |        1128.96 |           2048 |
|      54800 |     193.07 |       16198.03 |        1159.68 |           4096 |
|      54900 |     199.86 |       16201.91 |        1218.56 |           4096 |
|      55000 |     197.37 |       16203.84 |        1157.12 |           4096 |
Model saved to td_agent_episode_ft55000.pkl
|      55100 |     427.14 |       16206.93 |        1185.28 |           2048 |
|      54900 |     199.86 |       16201.91 |        1218.56 |           4096 |
|      55000 |     197.37 |       16203.84 |        1157.12 |           4096 |
Model saved to td_agent_episode_ft55000.pkl
|      55100 |     427.14 |       16206.93 |        1185.28 |           2048 |
Model saved to td_agent_episode_ft55000.pkl
|      55100 |     427.14 |       16206.93 |        1185.28 |           2048 |
|      55200 |     199.16 |       16210.68 |        1235.20 |           4096 |
|      55300 |     189.38 |       16212.03 |        1118.72 |           2048 |
|      55200 |     199.16 |       16210.68 |        1235.20 |           4096 |
|      55300 |     189.38 |       16212.03 |        1118.72 |           2048 |
|      55400 |     206.42 |       16217.29 |        1277.44 |           4096 |
|      55500 |     198.78 |       16220.72 |        1249.28 |           2048 |
|      55600 |     201.33 |       16224.31 |        1176.32 |           2048 |
|      55700 |     162.70 |       16226.11 |        1121.28 |           2048 |
|      55800 |     200.55 |       16229.59 |        1198.08 |           2048 |
|      55900 |     197.27 |       16232.40 |        1141.76 |           2048 |
|      56000 |     189.75 |       16233.64 |        1141.76 |           2048 |
Model saved to td_agent_episode_ft56000.pkl
|      56100 |     435.31 |       16237.75 |        1244.16 |           4096 |
|      56200 |     190.55 |       16239.07 |        1123.84 |           4096 |
|      56300 |     197.03 |       16241.96 |        1175.04 |           2048 |
|      56400 |     193.57 |       16244.12 |        1152.00 |           2048 |
|      56500 |     159.05 |       16245.41 |        1144.32 |           2048 |
|      56600 |     182.65 |       16245.14 |        1057.28 |           2048 |
|      56700 |     188.92 |       16246.24 |        1121.28 |           2048 |
|      56800 |     198.29 |       16249.41 |        1192.96 |           2048 |
|      56900 |     194.05 |       16252.15 |        1182.72 |           4096 |
|      57000 |     237.27 |       16252.22 |        1085.44 |           2048 |
Model saved to td_agent_episode_ft57000.pkl
|      57100 |     500.06 |       16254.82 |        1167.36 |           4096 |
|      57100 |     500.06 |       16254.82 |        1167.36 |           4096 |
|      57200 |     230.66 |       16259.44 |        1246.72 |           4096 |
|      57200 |     230.66 |       16259.44 |        1246.72 |           4096 |
|      57300 |     191.28 |       16261.21 |        1134.08 |           2048 |
|      57400 |     188.82 |       16262.78 |        1169.92 |           4096 |
|      57300 |     191.28 |       16261.21 |        1134.08 |           2048 |
|      57400 |     188.82 |       16262.78 |        1169.92 |           4096 |
|      57400 |     188.82 |       16262.78 |        1169.92 |           4096 |
|      57500 |     194.47 |       16265.32 |        1167.36 |           2048 |
|      57500 |     194.47 |       16265.32 |        1167.36 |           2048 |
|      57600 |     195.60 |       16268.00 |        1152.00 |           4096 |
|      57600 |     195.60 |       16268.00 |        1152.00 |           4096 |
|      57700 |     184.75 |       16268.32 |        1113.60 |           2048 |
|      57700 |     184.75 |       16268.32 |        1113.60 |           2048 |
|      57800 |     166.40 |       16271.60 |        1195.52 |           2048 |
|      57800 |     166.40 |       16271.60 |        1195.52 |           2048 |
|      57900 |     190.55 |       16273.36 |        1157.12 |           4096 |
|      57900 |     190.55 |       16273.36 |        1157.12 |           4096 |
|      58000 |     184.09 |       16273.70 |        1080.32 |           2048 |
Model saved to td_agent_episode_ft58000.pkl
|      58100 |     436.88 |       16276.62 |        1203.20 |           2048 |
|      58200 |     183.31 |       16276.45 |        1067.52 |           2048 |
|      58300 |     197.00 |       16279.73 |        1239.04 |           4096 |
|      58400 |     199.37 |       16283.04 |        1208.32 |           2048 |
|      58500 |     190.56 |       16284.49 |        1137.92 |           4096 |
|      58500 |     190.56 |       16284.49 |        1137.92 |           4096 |
|      58600 |     159.76 |       16285.79 |        1139.20 |           2048 |
|      58700 |     223.91 |       16287.86 |        1139.20 |           4096 |
|      58800 |     191.18 |       16289.63 |        1146.88 |           2048 |
|      58900 |     165.80 |       16292.21 |        1167.36 |           2048 |
|      59000 |     203.49 |       16296.52 |        1231.36 |           2048 |
Model saved to td_agent_episode_ft59000.pkl
|      59100 |     425.95 |       16298.84 |        1176.32 |           4096 |
|      59200 |     188.39 |       16299.78 |        1121.28 |           2048 |
|      59300 |     201.79 |       16303.72 |        1239.04 |           2048 |
|      59400 |     160.49 |       16305.27 |        1144.32 |           2048 |
|      59500 |     198.56 |       16308.40 |        1203.20 |           2048 |
|      59600 |     199.15 |       16311.77 |        1223.68 |           4096 |
|      59700 |     199.24 |       16315.04 |        1205.76 |           2048 |
|      59800 |     214.69 |       16319.84 |        1254.40 |           2048 |
|      59900 |     209.08 |       16321.54 |        1105.92 |           2048 |
|      60000 |     213.86 |       16326.38 |        1254.40 |           4096 |
Model saved to td_agent_episode_ft60000.pkl
|      60100 |     430.63 |       16327.04 |        1093.12 |           4096 |
|      60200 |     192.89 |       16328.91 |        1177.60 |           4096 |
|      60300 |     185.74 |       16330.81 |        1149.44 |           4096 |
|      60400 |     175.48 |       16332.91 |        1146.88 |           2048 |
|      60500 |     196.15 |       16335.18 |        1131.52 |           2048 |
|      60600 |     179.66 |       16334.17 |        1052.16 |           4096 |
|      60700 |     193.08 |       16335.91 |        1154.56 |           4096 |
|      60800 |     200.17 |       16339.13 |        1203.20 |           2048 |
|      60900 |     196.03 |       16341.55 |        1167.36 |           4096 |
|      61000 |     193.18 |       16343.46 |        1146.88 |           4096 |
Model saved to td_agent_episode_ft61000.pkl
|      61100 |     428.53 |       16345.00 |        1163.52 |           2048 |
|      61200 |     203.07 |       16348.75 |        1244.16 |           4096 |
|      61300 |     194.79 |       16350.63 |        1123.84 |           2048 |
|      61400 |     205.82 |       16355.44 |        1303.04 |           4096 |
|      61500 |     186.01 |       16356.07 |        1126.40 |           4096 |
|      61600 |     194.02 |       16358.33 |        1175.04 |           2048 |
|      61700 |     160.77 |       16360.08 |        1149.44 |           2048 |
|      61800 |     198.50 |       16362.80 |        1200.64 |           2048 |
|      61900 |     197.54 |       16365.32 |        1164.80 |           2048 |
|      62000 |     194.80 |       16367.26 |        1169.92 |           2048 |
Model saved to td_agent_episode_ft62000.pkl
|      62100 |     466.43 |       16369.12 |        1169.92 |           4096 |
|      62200 |     195.43 |       16371.26 |        1192.96 |           4096 |
|      62300 |     162.57 |       16373.26 |        1149.44 |           4096 |
|      62400 |     192.76 |       16374.99 |        1152.00 |           4096 |
|      62500 |     193.57 |       16377.06 |        1200.64 |           4096 |
|      62600 |     190.14 |       16377.97 |        1139.20 |           2048 |
|      62700 |     203.02 |       16381.43 |        1254.40 |           4096 |
|      62800 |     162.43 |       16382.99 |        1118.72 |           2048 |
|      62900 |     179.77 |       16381.86 |        1043.20 |           2048 |
|      63000 |     192.04 |       16383.28 |        1149.44 |           4096 |
Model saved to td_agent_episode_ft63000.pkl
|      63100 |     469.50 |       16387.31 |        1233.92 |           2048 |
|      63200 |     190.02 |       16388.07 |        1105.92 |           2048 |
|      63300 |     189.24 |       16388.80 |        1126.40 |           2048 |
|      63400 |     159.97 |       16390.18 |        1123.84 |           2048 |
|      63500 |     198.38 |       16392.75 |        1164.80 |           4096 |
|      63600 |     203.48 |       16396.58 |        1282.56 |           4096 |
|      63700 |     205.91 |       16400.37 |        1228.80 |           2048 |
|      63800 |     191.12 |       16401.54 |        1136.64 |           4096 |
|      63900 |     207.22 |       16406.15 |        1280.00 |           4096 |
|      64000 |     191.19 |       16407.14 |        1118.72 |           2048 |
Model saved to td_agent_episode_ft64000.pkl
|      64100 |     469.31 |       16409.83 |        1218.56 |           4096 |
|      64200 |     200.87 |       16412.89 |        1244.16 |           4096 |
|      64300 |     210.44 |       16417.66 |        1272.32 |           4096 |
|      64400 |     189.48 |       16418.38 |        1113.60 |           4096 |
|      64500 |     155.98 |       16418.73 |        1100.80 |           2048 |
|      64600 |     202.31 |       16422.03 |        1218.56 |           2048 |
|      64700 |     199.21 |       16424.59 |        1159.68 |           2048 |
|      64800 |     207.20 |       16428.86 |        1285.12 |           4096 |
|      64900 |     192.42 |       16430.39 |        1162.24 |           2048 |
|      65000 |     201.90 |       16433.38 |        1244.16 |           4096 |
Model saved to td_agent_episode_ft65000.pkl
|      65100 |     469.14 |       16436.98 |        1213.44 |           2048 |
|      65200 |     205.53 |       16441.05 |        1300.48 |           4096 |
|      65300 |     159.65 |       16442.30 |        1187.84 |           2048 |
|      65400 |     191.69 |       16443.26 |        1103.36 |           2048 |
|      65500 |     201.65 |       16446.08 |        1190.40 |           2048 |
|      65600 |     195.04 |       16447.64 |        1107.20 |           2048 |
|      65700 |     205.07 |       16451.40 |        1280.00 |           2048 |
|      65800 |     161.50 |       16453.01 |        1128.96 |           2048 |
|      65900 |     201.07 |       16456.36 |        1246.72 |           4096 |
|      66000 |     212.26 |       16461.77 |        1351.68 |           4096 |
Model saved to td_agent_episode_ft66000.pkl
|      66100 |     491.67 |       16464.13 |        1228.80 |           2048 |
|      66200 |     208.86 |       16468.04 |        1269.76 |           4096 |
|      66300 |     198.00 |       16470.09 |        1172.48 |           2048 |
|      66400 |     209.83 |       16475.13 |        1336.32 |           4096 |
|      66500 |     174.93 |       16479.25 |        1264.64 |           2048 |
|      66600 |     196.14 |       16480.84 |        1136.64 |           2048 |
|      66700 |     201.91 |       16483.59 |        1195.52 |           4096 |
|      66800 |     206.06 |       16486.40 |        1213.44 |           2048 |
|      66900 |     207.55 |       16490.35 |        1264.64 |           4096 |
|      67000 |     192.83 |       16490.42 |        1111.04 |           4096 |
Model saved to td_agent_episode_ft67000.pkl
